,index,match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stSV,2ndSV,1stIn,2ndIn,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,PtWinner,isSvrWinner,rallyCount,Date,Tournament,Round,Surface,Player 1,Player 2,Grand Slam,i_serve,i_win,is_second_service,dir_srv,rally_desc,rally_tratada,how_ended,serve_return
5521,85964,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,30,0,0,4,1,0-0,6 (1),1,0,,2,1,ND,4f29f18f28y1n@,,,0,,1,,False,False,False,0,1,False,1,0,4,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,4,f29 f18 f28 y1,2,@,f29
5523,85966,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,32,0,0,4,1,15-15,6 (3),1,0,,2,1,ND,4f17f38w@,,,0,,1,,False,False,False,0,1,False,1,0,2,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,4,f17 f38,1,@,f17
5524,85967,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,33,0,0,4,1,15-30,6 (4),1,0,,2,1,ND,4d,5b38b28f17f2d@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,4,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b38 b28 f17 f2,2,@,b38
5526,85969,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,35,0,0,4,1,30-40,6 (6),1,0,,2,1,ND,4b28f37b37s29b38b2d@,,,0,,1,,False,False,False,0,1,False,1,0,6,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,4,b28 f37 b37 s29 b38 b2,3,@,b28
5541,85984,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,50,1,0,0,2,0-0,10 (1),1,0,,2,1,ND,4f28f2d@,,,0,,1,,False,False,False,0,1,False,1,0,2,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,4,f28 f2,1,@,f28
5544,85987,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,53,1,0,0,2,30-15,10 (4),1,0,,2,1,ND,6n,6f39b29b28b39b39b28b28s28b38s29b38b28b28f38b28f18f28f1d@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,18,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,6,f39 b29 b28 b39 b39 b28 b28 s28 b38 s29 b38 b28 b28 f38 b28 f18 f28 f1,9,@,f39
5560,86003,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,69,1,0,1,3,15-0,12 (2),1,0,,2,1,ND,4n,5b28b2d@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,2,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b28 b2,1,@,b28
5561,86004,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,70,1,0,1,3,15-15,12 (3),1,0,,2,1,ND,6d,5b28b39b37s38b+19l2o17f2v37*,,0,0.0,0,1.0,False,False,True,0,0,False,1,0,10,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b28 b39 b37 s38 b19 l2 o17 f2 v37,5,*,b28
5563,86006,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,72,1,0,1,3,30-30,12 (5),1,0,,2,1,ND,6d,5b28f28f28f3d@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,4,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b28 f28 f28 f3,2,@,b28
5565,86008,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,74,1,0,1,3,40-40,12 (7),1,0,,2,1,ND,6b27f17f18f18f18f38s39f39b29f18f29f27s28s+38b18*,,,0,,1,,False,False,True,0,0,False,1,0,16,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,6,b27 f17 f18 f18 f18 f38 s39 f39 b29 f18 f29 f27 s28 s38 b18,8,*,b27
5567,86010,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,76,1,0,1,3,40-40,12 (9),1,0,,2,1,ND,6n,4f29b39b39b29f29f17f18f39s29f18f18r38b38b39b29f28f28b3n@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,18,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,4,f29 b39 b39 b29 f29 f17 f18 f39 s29 f18 f18 r38 b38 b39 b29 f28 f28 b3,9,@,f29
5570,86013,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,79,1,0,1,3,AD-40,12 (12),1,0,,2,1,ND,6f28b39b29b28f37b29b28b28b29b;18r28f38b39b37s38s18f39b38b39b27f19f18f28f28f17u17w@,,,0,,1,,False,False,False,0,1,False,1,0,26,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,6,f28 b39 b29 b28 f37 b29 b28 b28 b29 b18 r28 f38 b39 b37 s38 s18 f39 b38 b39 b27 f19 f18 f28 f28 f17 u17,13,@,f28
5572,86015,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,81,1,0,1,3,AD-40,12 (14),1,0,,2,1,ND,6f28f18f17f39b29b28f29f18f18r38f38b2v=19*,,,0,,1,,False,False,True,0,0,False,1,0,14,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,6,f28 f18 f17 f39 b29 b28 f29 f18 f18 r38 f38 b2 v19,7,*,f28
5573,86016,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,82,1,0,1,3,40-40,12 (15),1,0,,2,1,ND,4+f1v38b2z18w#,,,1,,1,,False,False,False,1,0,False,1,0,4,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,4,f1 v38 b2 z18,2,#,f1
5575,86018,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,84,1,0,1,3,40-40,12 (17),1,0,,2,1,ND,6d,5f28f37b38b38b38b39b18f18f28b28b29b2n@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,12,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,f28 f37 b38 b38 b38 b39 b18 f18 f28 b28 b29 b2,6,@,f28
5578,86021,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,87,1,0,1,3,AD-40,12 (20),1,0,,2,1,ND,4n,5b28b38b38b38b39b18f17f3n@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,8,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b28 b38 b38 b38 b39 b18 f17 f3,4,@,b28
5581,86024,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,90,1,0,1,3,40-40,12 (23),1,0,,2,1,ND,6d,4f18f18f29f28f18f28f17f19f29b3d@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,10,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,4,f18 f18 f29 f28 f18 f28 f17 f19 f29 b3,5,@,f18
5582,86025,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,91,1,0,1,3,40-AD,12 (24),1,0,,2,1,ND,6n,5b37b38b38s2n#,,0,0.0,0,1.0,False,False,False,1,0,False,1,0,4,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b37 b38 b38 s2,2,#,b37
5594,86037,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,103,1,0,2,4,15-0,14 (2),1,0,,2,1,ND,4b29f18f19f28y17r-28b3z18l28f2v17*,,,0,,1,,False,False,True,0,0,False,1,0,12,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,4,b29 f18 f19 f28 y17 r28 b3 z18 l28 f2 v17,6,*,b29
5617,86060,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,126,1,1,0,1,15-0,18 (2),1,0,,2,1,ND,4b29f37s39b38b37s39b37s29b38b29b18f28b38b38b;38s39b37s38b38b3n@,,,0,,1,,False,False,False,0,1,False,1,0,20,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,4,b29 f37 s39 b38 b37 s39 b37 s29 b38 b29 b18 f28 b38 b38 b38 s39 b37 s38 b38 b3,10,@,b29
5618,86061,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,127,1,1,0,1,15-15,18 (3),1,0,,2,1,ND,6d,5b28b39s;27r-28f1v#,,0,0.0,0,1.0,False,False,False,1,0,False,1,0,6,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b28 b39 s27 r28 f1 v,3,#,b28
5620,86063,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,129,1,1,0,1,30-30,18 (5),1,0,,2,1,ND,4f28b28b38b28b29b39b29f17f19f37s38b38b19f2n#,,,0,,1,,False,False,False,1,0,False,1,0,14,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,4,f28 b28 b38 b28 b29 b39 b29 f17 f19 f37 s38 b38 b19 f2,7,#,f28
5623,86066,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,132,1,1,0,1,AD-40,18 (8),1,0,,2,1,ND,4n,5b28s38b28b28f28f38b38b29b29f18f28f18f19f28b37b28f38s27f-39m2n#,,0,0.0,0,1.0,False,False,False,1,0,False,1,0,20,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b28 s38 b28 b28 f28 f38 b38 b29 b29 f18 f28 f18 f19 f28 b37 b28 f38 s27 f39 m2,10,#,b28
5636,86079,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,145,1,1,0,3,0-0,20 (1),1,0,,2,1,ND,4w,5b29b39b38b1d@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,4,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b29 b39 b38 b1,2,@,b29
5646,86089,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,155,1,1,1,4,0-0,22 (1),1,0,,2,1,ND,6b38y1n@,,,0,,1,,False,False,False,0,1,False,1,0,2,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,6,b38 y1,1,@,b38
5650,86093,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,159,1,1,1,4,40-15,22 (5),1,0,,2,1,ND,6b29f3n#,,,0,,1,,False,False,False,1,0,False,1,0,2,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,6,b29 f3,1,#,b29
5658,86101,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,167,1,1,2,5,0-0,24 (1),1,0,,2,1,ND,6+m3o1d@,,,1,,1,,False,False,False,0,1,False,1,0,2,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,6,m3 o1,1,@,m3
5667,86110,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,176,1,2,0,1,0-0,26 (1),1,0,,2,1,ND,6n,4f17r28f18*,,0,0.0,0,1.0,False,False,True,0,0,False,1,0,4,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,4,f17 r28 f18,2,*,f17
5671,86114,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,180,1,2,0,1,40-15,26 (5),1,0,,2,1,ND,4d,5b29b28f18f39b37s39b38s29b18f18f38s37s-19l2o29*,,0,0.0,0,1.0,False,False,True,0,0,False,1,0,16,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,1,5,b29 b28 f18 f39 b37 s39 b38 s29 b18 f18 f38 s37 s19 l2 o29,8,*,b29
5686,86129,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,195,1,2,2,3,0-0,30 (1),1,0,,2,1,ND,6b29b39b38b19r28f+39b27b-2n#,,,0,,1,,False,False,False,1,0,False,1,0,8,20210906,US Open,R16,Hard,Jenson Brooksby,Novak Djokovic,1,0,1,0,6,b29 b39 b38 b19 r28 f39 b27 b2,4,#,b29
5703,88890,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,1,0,0,0,0,0-0,1 (1),1,0,,1,2,ND,4x,5f27f1n@,Griekspoor wins the toss and chooses to receive.,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,1,5,f27 f1,1,@,f27
5740,88927,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,38,0,0,4,2,30-0,7 (3),1,0,,1,2,ND,6n,5f28f28b27s29f39b29f17f29b19f19f28f1d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,12,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,1,5,f28 f28 b27 s29 f39 b29 f17 f29 b19 f19 f28 f1,6,@,f28
5742,88929,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,40,0,0,4,2,40-15,7 (5),1,0,,1,2,ND,6+b2z17f38*,,,1,,1,,False,False,True,0,0,False,2,0,4,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,6,b2 z17 f38,2,*,b2
5776,88963,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,74,1,0,3,1,30-0,13 (3),1,0,,1,2,ND,6s38f39b19*,,,0,,1,,False,False,True,0,0,False,2,0,4,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,6,s38 f39 b19,2,*,s38
5786,88973,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,84,1,0,4,2,15-0,15 (2),1,0,,1,2,ND,5b17f18w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,5,b17 f18,1,@,b17
5787,88974,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,85,1,0,4,2,15-15,15 (3),1,0,,1,2,ND,6d,5f29b37b38b18f37b39s29f18f19f28s39f38b28u+37b-1v3x#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,16,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,1,5,f29 b37 b38 b18 f37 b39 s29 f18 f19 f28 s39 f38 b28 u37 b1 v3,8,#,f29
5789,88976,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,87,1,0,4,2,30-30,15 (5),1,0,,1,2,ND,4r27f+38m28o=18w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,4,r27 f38 m28 o18,2,@,r27
5790,88977,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,88,1,0,4,2,30-40,15 (6),1,0,,1,2,ND,6n,5b37s39f38b1d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,1,5,b37 s39 f38 b1,2,@,b37
5798,88985,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,96,1,0,5,3,30-0,17 (3),1,0,,1,2,ND,4+r2v3n#,,,1,,1,,False,False,False,1,0,False,2,0,2,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,4,r2 v3,1,#,r2
5809,88996,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,107,2,0,0,1,30-0,19 (3),1,0,,1,2,ND,6d,6b29f28b+38*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,1,6,b29 f28 b38,2,*,b29
5811,88998,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,109,2,0,0,1,40-15,19 (5),1,0,,1,2,ND,4f29b+27s3z2n#,,,0,,1,,False,False,False,1,0,False,2,0,4,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,4,f29 b27 s3 z2,2,#,f29
5824,89011,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,122,2,0,1,2,40-0,21 (4),1,0,,1,2,ND,4+b2v1n#,,,1,,1,,False,False,False,1,0,False,2,0,2,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,4,b2 v1,1,#,b2
5825,89012,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,123,2,0,1,2,40-15,21 (5),1,0,,1,2,ND,4n,6b29f28f29f38s28f1n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,6,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,1,6,b29 f28 f29 f38 s28 f1,3,@,b29
5831,89018,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,129,2,0,3,2,0-0,23 (1),1,0,,1,2,ND,6b27f19f17f+38b3z^27f-1v#,,,0,,1,,False,False,False,1,0,False,2,0,8,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,6,b27 f19 f17 f38 b3 z27 f1 v,4,#,b27
5832,89019,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,130,2,0,3,2,0-15,23 (2),1,0,,1,2,ND,4n,6f38y17r-39m3z17*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,6,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,1,6,f38 y17 r39 m3 z17,3,*,f38
5847,89034,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,145,2,0,5,2,30-0,25 (3),1,0,,1,2,ND,6+b28h27b18*,,,1,,1,,False,False,True,0,0,False,2,0,4,20210902,US Open,R64,Hard,Novak Djokovic,Tallon Griekspoor,1,0,1,0,6,b28 h27 b18,2,*,b28
5855,96509,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,5,0,0,0,0,40-15,1 (5),1,0,,1,2,ND,6b18f3f3*,,,0,,1,,False,False,True,0,0,False,2,0,4,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,6,b18 f3 f3,2,*,b18
5869,96523,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,19,0,0,1,1,30-0,3 (3),1,0,,1,2,ND,6d,4f18f1b3*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,1,4,f18 f1 b3,2,*,f18
5871,96525,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,21,0,0,1,1,40-15,3 (5),1,0,,1,2,ND,6d,4f28s3w#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,2,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,1,4,f28 s3,1,#,f28
5883,96537,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,33,0,0,2,2,0-0,5 (1),1,0,,1,2,ND,4w,6b28f3b3b1d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,1,6,b28 f3 b3 b1,2,@,b28
5884,96538,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,34,0,0,2,2,0-15,5 (2),1,0,,1,2,ND,6f29b3b3b1f1f3n@,,,0,,1,,False,False,False,0,1,False,2,0,6,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,6,f29 b3 b3 b1 f1 f3,3,@,f29
5885,96539,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,35,0,0,2,2,0-30,5 (3),1,0,,1,2,ND,6d,4f28b2d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,1,4,f28 b2,1,@,f28
5886,96540,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,36,0,0,2,2,0-40,5 (4),1,0,,1,2,ND,6+f27v3m2l1n#,,,1,,1,,False,False,False,1,0,False,2,0,4,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,6,f27 v3 m2 l1,2,#,f27
5905,96559,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,55,0,0,3,5,15-15,9 (3),1,0,,1,2,ND,4+f37i3n#,,,1,,1,,False,False,False,1,0,False,2,0,2,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,4,f37 i3,1,#,f37
5906,96560,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,56,0,0,3,5,15-30,9 (4),1,0,,1,2,ND,4d,6f28f1d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,1,6,f28 f1,1,@,f28
5921,96575,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,71,0,1,0,0,30-0,11 (3),1,0,,1,2,ND,6s37b+1f1v2f1*,,,0,,1,,False,False,True,0,0,False,2,0,6,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,6,s37 b1 f1 v2 f1,3,*,s37
5940,96594,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,90,0,1,2,2,40-0,15 (4),1,0,,1,2,ND,4b29f1f1f3n#,,,0,,1,,False,False,False,1,0,False,2,0,4,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,4,b29 f1 f1 f3,2,#,b29
5941,96595,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,91,0,1,2,2,40-15,15 (5),1,0,,1,2,ND,4r29b3w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,4,r29 b3,1,@,r29
5952,96606,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,102,0,1,3,3,15-0,17 (2),1,0,,1,2,ND,4b28f1d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,4,b28 f1,1,@,b28
5961,96615,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,111,0,1,4,4,0-0,19 (1),1,0,,1,2,ND,6n,4f28b+3s2z1n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,1,4,f28 b3 s2 z1,2,@,f28
5981,96635,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,131,0,1,6,6,0-0,23 (1),1,1,1.0,1,2,ND,6d,4f18f3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,1,4,f18 f3,1,@,f18
5988,96642,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,138,0,1,6,6,4-3,23 (8),1,1,8.0,1,2,ND,4b38b3b3b2f3b3f3b3b3b3b3b3b3b2f1f3b2b2f1f1f3*,,,0,,1,,False,False,True,0,0,False,2,0,22,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,4,b38 b3 b3 b2 f3 b3 f3 b3 b3 b3 b3 b3 b3 b2 f1 f3 b2 b2 f1 f1 f3,11,*,b38
6007,96661,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,157,1,1,0,1,0-0,25 (1),1,0,,1,2,ND,6s27f+3w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,0,6,s27 f3,1,@,s27
6009,96663,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,159,1,1,0,1,15-15,25 (3),1,0,,1,2,ND,6n,5b+19f1f1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20210731,Olympics,BR,Hard,Novak Djokovic,Pablo Carreno Busta,0,0,1,1,5,b19 f1 f1,2,*,b19
